 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
2.86,3.27,4.06,2.47,2.51,5.5,2.16,96.12,1.0,96.14,1.0,0.0,0.0,34.01,1.0,0.0,0.0,0.0,0.0,49.51,1.0,35.17,1.0,0.0,0.0,29.72,1.0,0.0,0.0,89.72,1.0,2.98,35.06,27.73,91.5,27.79,86.08,21.36,83.04,21.26,72.15,30.71,29.81,-999
1.87,4.52,4.37,3.28,1.91,4.84,2.34,96.47,1.0,96.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.66,1.0,0.0,0.0,0.0,0.0,32.18,1.0,0.0,0.0,73.7,1.0,2.98,34.87,29.8,73.03,29.76,87.75,26.98,60.27,26.86,69.52,32.29,31.39,-999
3.99,0.52,3.17,3.47,2.67,5.44,2.36,119.38,1.0,0.0,0.0,0.0,0.0,35.66,1.0,0.0,0.0,0.0,0.0,49.2,1.0,34.78,1.0,0.0,0.0,30.73,1.0,0.0,0.0,88.66,1.0,2.99,22.11,24.93,85.9,25.0,83.88,18.92,81.27,18.81,66.43,27.93,27.03,-999
3.97,5.5,4.72,3.03,2.13,4.91,2.41,89.07,1.0,89.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57,1.0,0.0,0.0,31.5,1.0,0.0,0.0,0.0,0.0,2.98,38.79,30.5,75.68,30.5,66.62,24.21,85.2,24.09,69.3,42.36,31.69,-999
1.57,4.77,5.2,3.37,1.74,5.5,4.32,95.49,1.0,95.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,1.0,0.0,0.0,28.56,1.0,0.0,0.0,57.3,1.0,2.98,35.39,32.09,75.9,32.09,67.93,21.21,83.68,21.11,75.59,34.32,33.42,-999
3.75,5.25,3.08,3.84,1.99,5.17,2.34,117.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.51,1.0,34.98,1.0,0.0,0.0,30.78,1.0,0.0,0.0,55.74,1.0,2.99,23.02,30.09,71.13,30.05,86.39,19.77,81.78,19.65,67.1,32.5,31.6,-999
3.12,4.09,5.18,3.64,1.79,5.5,3.15,95.0,1.0,95.02,1.0,0.0,0.0,34.24,1.0,0.0,0.0,0.0,0.0,49.34,1.0,0.0,0.0,0.0,0.0,30.62,1.0,0.0,0.0,89.6,1.0,2.98,35.65,28.54,91.92,28.6,87.22,28.45,61.87,28.34,76.32,31.53,30.63,-999
1.46,3.03,4.99,4.59,1.97,5.32,3.97,93.03,1.0,93.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14,1.0,2.98,36.7,31.96,76.36,31.96,69.12,31.15,62.95,31.15,60.27,34.28,33.38,-999
3.68,0.56,3.98,3.36,3.67,5.5,4.62,113.92,1.0,0.0,0.0,0.0,0.0,32.39,1.0,0.0,0.0,0.0,0.0,47.06,1.0,34.9,1.0,0.0,0.0,29.76,1.0,0.0,0.0,0.0,0.0,2.99,25.24,20.78,87.17,20.84,83.66,22.05,84.18,21.94,72.69,37.67,22.5,-999
2.7,1.93,4.16,4.31,2.01,5.5,3.1,119.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.65,1.0,35.11,1.0,0.0,0.0,30.04,1.0,0.0,0.0,71.53,1.0,2.99,21.89,27.14,71.03,27.1,85.11,18.63,80.4,18.52,68.4,29.62,28.72,-999
1.87,3.83,4.8,3.73,1.58,5.06,2.95,94.43,1.0,94.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.59,1.0,2.98,35.96,32.07,74.82,32.07,68.04,30.79,61.92,30.79,59.64,34.35,33.45,-999
1.1,3.33,5.11,4.03,2.61,5.5,2.55,97.42,1.0,97.44,1.0,0.0,0.0,34.67,1.0,0.0,0.0,0.0,0.0,49.81,1.0,0.0,0.0,0.0,0.0,31.6,1.0,0.0,0.0,80.69,1.0,2.97,34.36,27.72,90.37,27.78,85.49,26.27,62.21,26.15,70.83,30.66,29.76,-999
2.25,0.75,4.05,3.99,3.79,5.5,3.19,117.5,1.0,0.0,0.0,0.0,0.0,33.05,1.0,0.0,0.0,0.0,0.0,47.05,1.0,0.0,0.0,0.0,0.0,37.35,1.0,0.0,0.0,0.0,0.0,2.99,23.19,20.9,86.23,20.96,83.8,54.85,62.53,54.69,76.86,65.16,22.63,-999
4.21,4.71,4.04,3.53,2.2,5.5,4.63,90.45,1.0,90.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.59,1.0,0.0,0.0,0.0,0.0,32.11,1.0,0.0,0.0,0.0,0.0,2.98,38.06,27.75,71.69,27.71,85.85,30.8,61.17,30.68,73.57,41.98,29.13,-999
3.3,5.22,4.56,3.39,2.79,4.86,2.3,95.57,1.0,95.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28,1.0,0.0,0.0,0.0,0.0,31.93,1.0,0.0,0.0,75.64,1.0,2.98,35.35,30.54,75.23,30.5,87.28,28.18,63.24,28.06,71.97,33.05,32.15,-999
4.66,1.64,4.33,4.06,2.86,5.47,3.16,111.53,1.0,0.0,0.0,0.0,0.0,32.59,1.0,0.0,0.0,0.0,0.0,47.34,1.0,0.0,0.0,0.0,0.0,33.05,1.0,0.0,0.0,0.0,0.0,2.99,26.59,21.81,87.88,21.86,84.18,29.52,62.41,29.39,68.89,39.11,23.53,-999
3.33,2.46,4.0,3.17,1.48,5.5,3.4,92.22,1.0,92.24,1.0,0.0,0.0,30.82,1.0,0.0,0.0,0.0,0.0,48.53,1.0,36.76,1.0,0.0,0.0,29.66,1.0,0.0,0.0,0.0,0.0,2.98,37.13,22.71,91.48,22.75,82.9,22.51,81.36,22.41,73.49,40.37,24.42,-999
4.02,5.0,3.04,3.83,1.54,5.5,3.34,94.77,1.0,94.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.83,1.0,36.08,1.0,0.0,0.0,30.82,1.0,0.0,0.0,80.46,1.0,2.98,35.78,30.49,71.84,30.45,86.15,22.01,82.08,21.89,69.21,33.03,32.13,-999
1.8,3.26,5.09,4.49,2.02,4.96,2.9,94.81,1.0,94.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09,1.0,2.98,35.76,31.63,74.45,31.63,68.3,30.59,62.32,30.59,59.36,33.92,33.02,-999
4.5,2.71,4.34,3.04,3.4,5.14,3.21,113.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,1.0,2.99,25.66,31.38,75.06,31.38,66.6,31.82,63.78,31.82,58.5,33.69,32.79,-999
3.62,2.63,3.74,2.28,1.52,5.5,4.09,92.22,1.0,92.24,1.0,0.0,0.0,33.69,1.0,0.0,0.0,0.0,0.0,48.28,1.0,0.0,0.0,0.0,0.0,32.79,1.0,0.0,0.0,0.0,0.0,2.98,37.13,22.57,86.87,22.63,83.25,29.6,59.56,29.47,69.92,40.78,24.32,-999
1.83,4.93,5.03,2.61,2.9,5.5,4.04,96.74,1.0,96.76,1.0,0.0,0.0,35.74,1.0,0.0,0.0,0.0,0.0,50.59,1.0,0.0,0.0,0.0,0.0,31.34,1.0,0.0,0.0,73.96,1.0,2.98,34.72,29.17,89.98,29.24,85.41,26.98,63.04,26.86,72.42,32.1,31.2,-999
1.93,4.97,5.04,4.16,3.19,5.5,3.79,95.47,1.0,95.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13,1.0,0.0,0.0,29.71,1.0,0.0,0.0,56.84,1.0,2.98,35.41,32.26,73.41,32.26,62.51,21.01,82.75,20.9,71.84,34.48,33.58,-999
0.82,2.38,4.29,2.69,2.82,5.5,2.66,98.49,1.0,98.51,1.0,0.0,0.0,32.84,1.0,0.0,0.0,0.0,0.0,48.34,1.0,34.11,1.0,0.0,0.0,29.31,1.0,0.0,0.0,81.94,1.0,2.97,33.78,26.83,92.49,26.89,87.39,19.64,83.13,19.54,71.72,29.73,28.83,-999
1.8,5.04,4.57,3.73,3.12,5.5,3.34,96.12,1.0,96.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09,1.0,0.0,0.0,0.0,0.0,31.36,1.0,0.0,0.0,71.6,1.0,2.98,35.06,30.23,71.75,30.19,87.36,27.2,62.75,27.09,72.59,32.71,31.81,-999
2.76,2.87,3.13,2.9,3.94,5.5,1.99,97.31,1.0,97.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.36,1.0,34.93,1.0,0.0,0.0,30.56,1.0,0.0,0.0,82.17,1.0,2.97,34.42,28.46,71.69,28.42,85.05,20.54,82.63,20.43,68.6,31.01,30.11,-999
4.71,3.72,3.97,4.48,3.39,5.01,2.56,111.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,26.87,26.84,71.82,26.8,86.92,32.72,62.32,32.72,54.93,39.54,28.2,-999
0.85,1.58,3.27,2.76,3.43,5.5,2.48,98.69,1.0,98.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.83,1.0,34.54,1.0,0.0,0.0,30.83,1.0,0.0,0.0,81.37,1.0,2.97,33.67,27.17,67.85,27.13,84.8,19.08,81.85,18.96,66.24,29.7,28.8,-999
3.97,1.11,4.95,2.53,1.8,5.5,3.79,96.83,1.0,96.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,1.0,35.91,1.0,0.0,0.0,30.58,1.0,0.0,0.0,94.6,1.0,2.98,34.68,27.34,70.66,27.3,83.45,20.95,81.33,20.84,68.94,29.97,29.07,-999
3.4,4.48,4.85,3.87,1.89,5.48,3.68,94.27,1.0,94.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55,1.0,0.0,0.0,0.0,0.0,31.97,1.0,0.0,0.0,83.97,1.0,2.98,36.05,30.2,75.34,30.17,88.38,28.7,62.72,28.58,71.96,32.75,31.85,-999
1.49,3.05,5.0,4.06,2.51,5.16,3.36,96.87,1.0,96.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.24,1.0,2.98,34.66,30.84,76.55,30.84,69.5,26.07,85.89,26.07,59.62,33.09,32.19,-999
2.11,5.28,4.84,2.78,1.79,5.08,2.94,95.66,1.0,95.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.08,1.0,2.98,35.3,30.51,71.8,30.47,85.39,30.39,61.34,30.39,56.82,33.01,32.11,-999
3.5,1.84,4.51,2.75,1.48,5.5,2.72,96.75,1.0,96.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45,1.0,36.05,1.0,0.0,0.0,30.91,1.0,0.0,0.0,90.55,1.0,2.98,34.72,27.85,71.58,27.8,84.26,20.75,80.87,20.63,67.64,30.44,29.54,-999
3.79,1.72,4.04,3.0,3.82,5.5,3.4,90.08,1.0,90.09,1.0,0.0,0.0,32.47,1.0,0.0,0.0,0.0,0.0,47.18,1.0,35.12,1.0,0.0,0.0,31.46,1.0,0.0,0.0,0.0,0.0,2.98,38.26,21.92,88.19,21.98,84.58,23.74,85.5,23.62,68.77,41.73,23.65,-999
0.72,2.35,4.6,3.46,3.13,5.28,1.61,97.74,1.0,97.76,1.0,0.0,0.0,33.27,1.0,0.0,0.0,0.0,0.0,48.43,1.0,34.02,1.0,0.0,0.0,30.25,1.0,0.0,0.0,84.56,1.0,2.97,34.18,26.8,91.78,26.86,87.19,19.69,83.32,19.58,68.77,29.73,28.83,-999
0.75,2.36,4.25,3.04,2.12,5.5,4.67,97.79,1.0,97.81,1.0,0.0,0.0,34.22,1.0,0.0,0.0,0.0,0.0,48.6,1.0,34.58,1.0,0.0,0.0,29.34,1.0,0.0,0.0,84.5,1.0,2.97,34.16,26.79,90.21,26.85,86.87,19.78,82.47,19.68,71.77,29.73,28.83,-999
3.84,5.04,4.46,2.88,3.14,5.5,4.35,89.56,1.0,89.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14,1.0,0.0,0.0,0.0,0.0,32.14,1.0,0.0,0.0,0.0,0.0,2.98,38.53,28.04,73.31,28.0,85.08,31.06,63.46,30.94,73.72,42.42,29.42,-999
0.98,2.93,5.01,3.67,3.14,5.45,4.55,94.79,1.0,94.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.82,1.0,2.98,35.77,31.37,76.06,31.37,67.48,30.19,64.15,30.19,60.79,33.66,32.76,-999
2.92,2.02,4.18,4.34,2.5,5.5,3.43,120.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,1.0,34.54,1.0,0.0,0.0,30.52,1.0,0.0,0.0,68.17,1.0,2.99,21.49,27.15,70.76,27.11,86.56,18.22,80.99,18.11,66.44,29.61,28.71,-999
3.34,2.2,3.67,2.99,2.77,5.5,2.91,91.98,1.0,92.0,1.0,0.0,0.0,34.23,1.0,0.0,0.0,0.0,0.0,48.01,1.0,36.31,1.0,0.0,0.0,31.46,1.0,0.0,0.0,0.0,0.0,2.98,37.26,22.1,85.51,22.17,83.27,22.28,81.95,22.17,67.31,40.5,23.86,-999
4.43,4.17,3.29,4.01,1.52,5.5,4.51,95.08,1.0,95.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81,1.0,36.61,1.0,0.0,0.0,30.6,1.0,0.0,0.0,84.93,1.0,2.98,35.61,29.86,70.18,29.82,85.56,21.94,81.07,21.83,69.87,32.43,31.53,-999
4.13,0.88,5.11,4.41,2.88,5.5,4.39,95.32,1.0,95.34,1.0,0.0,0.0,33.76,1.0,0.0,0.0,0.0,0.0,48.5,1.0,0.0,0.0,0.0,0.0,31.92,1.0,0.0,0.0,109.04,1.0,2.98,35.48,25.88,90.07,25.95,86.15,28.78,61.76,28.67,72.21,28.99,28.09,-999
2.45,5.08,3.97,3.44,2.06,5.37,4.17,89.99,1.0,90.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,38.3,28.11,74.13,28.07,85.96,33.4,62.07,33.4,56.65,42.22,29.48,-999
1.78,3.57,3.57,4.43,3.16,5.5,3.83,120.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,1.0,34.45,1.0,0.0,0.0,30.12,1.0,0.0,0.0,55.12,1.0,2.99,21.55,28.41,70.74,28.37,85.12,18.31,81.22,18.2,67.81,30.81,29.91,-999
4.46,4.29,4.64,2.59,2.99,5.5,3.74,94.9,1.0,94.92,1.0,0.0,0.0,35.89,1.0,0.0,0.0,0.0,0.0,50.69,1.0,0.0,0.0,0.0,0.0,30.72,1.0,0.0,0.0,71.15,1.0,2.97,35.71,28.46,89.01,28.53,84.5,26.06,62.0,25.94,73.58,31.38,30.48,-999
3.49,4.91,5.08,4.27,3.27,5.5,2.86,96.14,1.0,96.16,1.0,0.0,0.0,35.72,1.0,0.0,0.0,0.0,0.0,49.82,1.0,35.48,1.0,0.0,0.0,30.27,1.0,0.0,0.0,79.6,1.0,2.98,35.04,29.27,90.12,29.34,87.02,21.38,82.53,21.27,70.4,32.22,31.32,-999
2.11,2.18,4.09,3.09,3.84,5.12,2.61,120.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,1.0,34.32,1.0,0.0,0.0,30.31,1.0,0.0,0.0,65.12,1.0,2.99,21.3,27.19,70.93,27.15,84.09,18.06,81.19,17.95,66.93,29.64,28.74,-999
3.18,2.41,4.8,3.6,3.75,5.5,4.79,91.57,1.0,91.59,1.0,0.0,0.0,32.05,1.0,0.0,0.0,0.0,0.0,47.34,1.0,0.0,0.0,0.0,0.0,31.61,1.0,0.0,0.0,0.0,0.0,2.98,37.47,22.64,89.55,22.69,85.02,29.9,62.33,29.78,74.41,41.07,24.36,-999
3.54,0.89,5.17,4.3,2.93,4.98,2.59,88.41,1.0,88.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,39.13,24.07,71.97,24.03,85.69,34.6,62.8,34.6,55.16,43.42,25.43,-999
0.79,2.27,3.93,2.32,1.95,5.5,4.48,99.06,1.0,99.08,1.0,0.0,0.0,35.02,1.0,0.0,0.0,0.0,0.0,49.18,1.0,34.76,1.0,0.0,0.0,29.99,1.0,0.0,0.0,80.45,1.0,2.97,33.47,26.66,88.72,26.73,85.66,19.02,81.41,18.92,68.96,29.6,28.7,-999
3.67,5.31,4.13,3.65,3.17,5.23,3.69,92.52,1.0,92.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,1.0,37.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,36.97,28.32,71.15,28.28,85.43,28.83,86.81,28.83,57.4,40.58,29.69,-999
2.37,5.5,4.18,3.08,2.48,5.31,3.72,92.01,1.0,92.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76,1.0,0.0,0.0,0.0,0.0,2.98,37.24,30.5,72.9,30.5,67.5,29.16,62.12,29.04,69.59,40.6,31.69,-999
3.67,2.61,4.09,4.32,2.11,5.5,3.71,96.05,1.0,96.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.31,1.0,35.92,1.0,0.0,0.0,30.42,1.0,0.0,0.0,88.91,1.0,2.98,35.1,28.54,71.67,28.5,85.23,21.36,81.72,21.25,69.9,31.13,30.23,-999
1.78,5.16,5.31,3.3,3.48,5.26,2.51,97.12,1.0,97.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35,1.0,0.0,0.0,0.0,0.0,31.89,1.0,0.0,0.0,67.19,1.0,2.97,34.52,30.18,73.26,30.14,84.78,26.72,62.35,26.6,70.25,32.65,31.75,-999
4.56,4.3,3.07,2.7,1.72,5.38,4.23,111.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,26.67,27.34,69.2,27.3,85.29,32.52,60.24,32.52,57.53,39.33,28.71,-999
3.7,1.63,3.77,2.59,2.39,5.5,3.31,119.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,1.0,35.17,1.0,0.0,0.0,30.25,1.0,0.0,0.0,73.99,1.0,2.99,21.83,26.91,68.79,26.86,84.19,18.58,80.26,18.47,67.67,29.4,28.5,-999
1.14,3.19,4.64,3.18,2.45,5.5,3.43,97.87,1.0,97.89,1.0,0.0,0.0,35.14,1.0,0.0,0.0,0.0,0.0,49.97,1.0,0.0,0.0,0.0,0.0,31.56,1.0,0.0,0.0,80.07,1.0,2.97,34.11,27.56,89.43,27.63,85.03,26.13,61.34,26.01,70.81,30.51,29.61,-999
1.05,2.32,4.51,3.62,1.55,5.46,4.61,96.99,1.0,97.01,1.0,0.0,0.0,33.31,1.0,0.0,0.0,0.0,0.0,49.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.73,1.0,2.98,34.59,26.82,91.73,26.88,85.61,29.2,60.33,29.2,58.55,29.8,28.9,-999
3.79,0.63,5.13,2.94,2.3,5.43,2.92,118.59,1.0,0.0,0.0,0.0,0.0,33.63,1.0,0.0,0.0,0.0,0.0,48.45,1.0,34.7,1.0,0.0,0.0,30.33,1.0,0.0,0.0,90.75,1.0,2.99,22.56,25.14,89.53,25.2,85.49,19.49,81.99,19.39,68.3,28.11,27.21,-999
1.68,4.28,4.53,3.78,1.92,5.33,4.02,94.59,1.0,94.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.66,1.0,2.98,35.87,32.26,74.36,32.26,66.47,30.65,62.06,30.65,58.77,34.53,33.63,-999
4.19,1.59,3.62,2.4,1.49,5.5,3.19,113.86,1.0,0.0,0.0,0.0,0.0,33.99,1.0,0.0,0.0,0.0,0.0,48.22,1.0,36.43,1.0,0.0,0.0,30.69,1.0,0.0,0.0,0.0,0.0,2.99,25.27,21.5,85.3,21.56,82.28,21.59,81.03,21.48,69.23,37.83,23.25,-999
3.58,1.86,3.81,2.46,3.77,5.5,2.76,91.43,1.0,91.45,1.0,0.0,0.0,34.41,1.0,0.0,0.0,0.0,0.0,48.27,1.0,0.0,0.0,0.0,0.0,32.75,1.0,0.0,0.0,0.0,0.0,2.98,37.55,21.71,84.81,21.78,82.4,29.96,61.77,29.84,70.42,41.24,23.48,-999
4.45,0.76,4.44,3.69,2.09,5.5,3.0,91.13,1.0,91.15,1.0,0.0,0.0,32.54,1.0,0.0,0.0,0.0,0.0,47.18,1.0,36.65,1.0,0.0,0.0,30.84,1.0,0.0,0.0,0.0,0.0,2.98,37.7,20.95,87.1,21.01,83.61,23.25,82.3,23.14,70.38,41.3,22.68,-999
3.36,2.28,3.84,2.66,3.47,5.5,3.49,92.98,1.0,93.0,1.0,0.0,0.0,33.62,1.0,0.0,0.0,0.0,0.0,48.14,1.0,35.77,1.0,0.0,0.0,30.86,1.0,0.0,0.0,0.0,0.0,2.98,36.73,22.24,86.65,22.3,83.16,22.1,82.72,21.98,69.16,39.96,23.99,-999
4.07,2.47,3.65,3.65,3.01,5.39,2.24,113.29,1.0,0.0,0.0,0.0,0.0,34.32,1.0,0.0,0.0,0.0,0.0,46.99,1.0,35.81,1.0,0.0,0.0,31.22,1.0,0.0,0.0,0.0,0.0,2.99,25.6,22.48,85.73,22.54,85.48,21.87,82.42,21.75,67.72,38.06,24.22,-999
2.32,4.8,3.3,4.36,1.91,5.5,3.12,93.29,1.0,93.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,1.0,0.0,0.0,0.0,0.0,32.63,1.0,0.0,0.0,0.0,0.0,2.98,36.57,27.82,68.4,27.78,85.15,28.54,59.76,28.42,69.44,39.82,29.19,-999
1.83,4.94,3.19,3.36,2.8,5.17,2.49,97.37,1.0,97.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.27,1.0,35.1,1.0,0.0,0.0,30.71,1.0,0.0,0.0,64.84,1.0,2.97,34.39,30.3,70.45,30.27,79.6,19.99,81.81,19.88,67.58,32.68,31.78,-999
0.7,2.66,3.14,4.16,2.75,4.93,1.44,98.88,1.0,98.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,1.0,35.3,1.0,0.0,0.0,30.88,1.0,0.0,0.0,74.1,1.0,2.97,33.57,27.93,69.61,27.89,85.02,18.69,80.15,18.58,65.69,30.43,29.53,-999
3.39,0.68,4.71,3.49,3.66,5.5,5.0,115.31,1.0,0.0,0.0,0.0,0.0,33.2,1.0,0.0,0.0,0.0,0.0,47.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.36,1.0,2.99,24.45,25.53,90.62,25.59,87.12,30.38,63.78,30.38,60.42,28.58,27.68,-999
4.03,0.99,4.57,3.2,3.5,5.5,3.55,92.39,1.0,92.41,1.0,0.0,0.0,33.1,1.0,0.0,0.0,0.0,0.0,47.6,1.0,36.0,1.0,0.0,0.0,31.07,1.0,0.0,0.0,0.0,0.0,2.98,37.04,21.07,86.32,21.13,82.97,22.56,82.78,22.45,68.93,40.49,22.8,-999
2.55,2.42,3.42,3.17,3.39,5.5,3.13,120.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.43,1.0,34.74,1.0,0.0,0.0,29.92,1.0,0.0,0.0,64.8,1.0,2.99,21.43,27.41,67.6,27.37,83.86,18.22,80.64,18.12,68.37,29.86,28.96,-999
1.11,2.53,3.48,2.63,2.2,5.5,1.91,121.21,1.0,0.0,0.0,0.0,0.0,35.9,1.0,0.0,0.0,0.0,0.0,49.74,1.0,34.75,1.0,0.0,0.0,29.88,1.0,0.0,0.0,63.57,1.0,2.99,21.05,26.52,87.06,26.59,84.45,17.69,80.09,17.59,67.96,29.39,28.49,-999
2.81,2.48,3.65,3.03,1.95,5.5,4.11,96.8,1.0,96.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.44,1.0,35.74,1.0,0.0,0.0,30.48,1.0,0.0,0.0,85.96,1.0,2.98,34.69,28.25,70.97,28.21,84.68,20.66,81.34,20.55,68.98,30.82,29.92,-999
0.87,3.55,3.9,3.56,3.78,5.5,3.12,98.25,1.0,98.27,1.0,0.0,0.0,34.33,1.0,0.0,0.0,0.0,0.0,48.34,1.0,34.69,1.0,0.0,0.0,29.88,1.0,0.0,0.0,74.35,1.0,2.97,33.91,27.91,91.15,27.98,88.48,19.47,81.97,19.36,69.75,30.8,29.9,-999
4.5,1.14,3.95,3.61,3.52,5.44,4.49,38.92,1.0,38.92,1.0,0.0,0.0,34.14,1.0,0.0,0.0,0.0,0.0,46.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.88,21.2,84.75,21.26,84.62,71.11,63.05,71.11,60.74,77.41,22.94,1
0.88,3.23,5.08,3.29,3.8,5.5,4.66,95.41,1.0,95.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79,1.0,0.0,0.0,66.07,1.0,2.98,35.44,31.25,76.35,31.25,68.0,27.3,64.63,27.2,77.87,33.52,32.62,-999
3.92,4.99,3.01,3.86,2.66,5.5,3.93,95.32,1.0,95.34,1.0,0.0,0.0,36.68,1.0,0.0,0.0,0.0,0.0,50.18,1.0,35.26,1.0,0.0,0.0,29.97,1.0,0.0,0.0,83.41,1.0,2.98,35.48,29.34,88.48,29.42,86.4,22.12,83.65,22.01,72.11,32.34,31.44,-999
1.04,3.17,5.12,3.57,3.91,5.08,2.84,98.4,1.0,98.42,1.0,0.0,0.0,34.89,1.0,0.0,0.0,0.0,0.0,49.78,1.0,36.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91,1.0,2.97,33.83,27.53,89.81,27.59,85.35,25.2,84.23,25.2,56.82,30.46,29.56,-999
